,username,content
1355,YahveoIo,'@ivanrioufol Après nous avoir dit que la culture française n\'existait pas
1356,gradi_ngoboka,'@jctshipama Quelle est votre politique de financement de Start-Up ??\n\nBon Week-end à vous Mr.@jctshipama'
1357,OlafZewe,'@janfleischhauer Laut meiner Umgebung  hatten die z.T. andere Gründe:\nFDP steht für Digitalisierung\nFDP steht für Risikobereitschaft und Start-up Kultur \nFDP steht für weniger Steuern und mehr Bildung \nFDP steht für Rechtstreue und eine freiheitlich orientierte Gesellschaft'
1358,TSM_Holdings,'Sustainable plastic: start-up New Life Plastics to recycle a quarter of Hong Kong’s waste bottles each year https://t.co/qYHkYXnpOg'
1359,_tantiwa_,'ถ้าเมมเบอร์ 1บัก มาเป็นนักแสดงรับเชิญจะรู้สึกดีมากๆ ครั้งที่แล้วใน Start-up มุนเซยุน ก็มาเป็นนักแสดงรับเชิญ ครั้งนี้ในแคชช่าจะมีมั้ยนะ ดินดิน? ยอนจองฮุน? หรือจะเป็นมุนเซยุน หรือว่า! คิมจงมิน???  คาดหวังนะเนี๊ย 5555555555 ชอบความสัมพันธ์ที่เขา Support กันตลอด น่ารัก'
1360,FAZ_Finance,'Die Proteste der #Gorillas-Kuriere hören nicht auf. Nun hat der Lieferdienst angefangen
1361,FAZ_Wirtschaft,'Die Proteste der #Gorillas-Kuriere hören nicht auf. Nun hat der Lieferdienst angefangen
1362,FAZ_NET,'Die Proteste der #Gorillas-Kuriere hören nicht auf. Nun hat der Lieferdienst angefangen
1363,WielerFlits,'Israel Start-Up Nation met Woods
1364,JMGabillaud,Toulouse. La start-up V21 veut mettre le chanvre dans l'assiette https://t.co/o5RsiAn2Jn
1365,iamsainitarunk,'@tanvi_pruthi Similar issues have been reported in the past by Zomato-Swiggy riders and also Uber-Ola drivers
1366,ChildrenPost,'Proudly Presenting the Jury of the Empower Start-up Contest\nPranjal Konwar is COO
1367,Iqbal_ahmedkhan,'Traffic mein start-up k ideas aate hai kya aap ko bhi ?\n\n#startups'
1368,JobTitleBot,'Start-up embedded privacy intern'
1369,EUnotCoup,"@DebrasezDeborah @g_gosden Now the promise is the uk will be 'like [fantasy] California', nimble &amp; rich with a new billion-£, high-skill, high-wage start-up every week, cleansed of all vulnerabilities &amp; ambiguities. Some find it very compelling. https://t.co/1i6mioLGi5"
1370,J__Kollmann,'Ein Start-up aus Schleswig-Holstein hat die DNA-Sequenz identifiziert
1371,ForUtkal,'We wish business incubation is easy as hatching. It takes a whole lot of effort and know-how to transform your start-up into a well-established business. Cii possesses the best experts to guide your business towards growth. Get in touch with our experts. \n\n @StartUpOdisha https://t.co/nTzV7udfzS'
1372,Pino__Merola,'Smau 2021: digitale
1373,eminations,'@Seggitorial Laymen questions for you:\nWhy are some ventures so ludicrously over valued so eagerly?\nIs it a mix of simple theatrics with revenue goals? \nAmbitious consolidation ? \nWhy does every next pusedo original start-up have to be the hottest?'
1374,FCazals,'En 2017
1375,RecruitmentDev,'Are you our next associate UI/UX Designer? We pride ourselves at being a successful  start-up of weird and curious people. You are creative with an eye for programming. Experience with Json required.'
1376,Emonkhanarif,"This is a great Start-up Excellent team, I recommend. Come in and see. I'm sure you will be interested in this project. #DeFi #Gaming #NFTs #PlaytoEarn #P2E #Ethereum #NFTGaming #TankUp #TankArmy #TokenTanks #NFTCommunity #NFTGiveaway #NFTCollector"
1377,v23id,'un « fonds d’innovation pour la démocratie en Afrique »... Elle a pas fini de creuser la start-up nation 🤮'
1378,MbathaNkosana,'Masutsa Poultry a Start-up company based in Kroonstad
1379,MbathaNkosana,'Masutsa Poultry a Start-up company based in Kroonstad
1380,StartUpbot4,'〜Start-upの家族紹介〜\n【Take off】\n3rdアルバム⊿の一曲目であり「飛行、浮遊」がテーマである同アルバムの離陸を連想させる。\n直角二等辺三角形ツアーではこれのRemix versionでかっこよく踊る三人を拝見できる。'
1381,mcrebel23,'Give you start-up capital with Start Engine! With over 500k+ Investors! #crowdfunding #crowdinvesting #crowdfundingplatform #startengine #capital https://t.co/Kf5gPNibPp'
1382,ask1angel,'Check out our Start-Up World Blog: March Pitchery https://t.co/RFGKr3kMHW https://t.co/taIUMMOhfk… #startups #funding #founders https://t.co/igManIMj6S'
1383,harvirpanwar,'Alia Bhatt invests in IIT Kanpur incubated bio-leather start-up https://t.co/TfxKeJXLMF'
1384,Emonkhanarif,"@rangersprotocol This is a great Start-up Excellent team, I recommend. Come in and see. I'm sure you will be interested in this project."
1385,ruralvoicein,'Alia Bhatt invests in IIT Kanpur incubated bio-leather start-up\nhttps://t.co/wWnEeA0A0C'
1386,bizcommunityit,'Smau 2021: digitale
1387,goemkarponnlive,'Finally
1388,Emonkhanarif,"#rangersprotocol #RangersProtocolGas $RPG @rangersprotocol is a great Start-up Excellent team, I recommend. Come in and see. I'm sure you will be interested in this project."
1389,poyoyopiyopiyo,'@worksfess Start-up nya apa dulu. Walaupun start-up industrinya beda-beda
1390,pankajvermani,"'1 thing we hv to stop taking pride in as indians is our ability for ""Jugaad"". Just the way a start-up needs certain skills to get to 1st 10Mn &amp; completely different set for next 100. Similarly as an economy"
1391,Var_Matin,Draguignan teste un dispositif d'assainissement des eaux pluviales développé par une start-up locale https://t.co/I6FssmJKUw https://t.co/BF1JCF2hvN
1392,PenseurZele,"'@CNEWS ""Nouvelle offre politique"""
1393,CatherinMaureen,'Start-up Business Plan https://t.co/EgmXQk9anY'
1394,AydnSelcen,"@nasrullahayan dişiyle tırnağıyla okuyan genç nihayet üniversitede, masterde kapağı abd'ye atar, silikon vadisinde kurduğu start-up'ı bilmemkaç milyora otuzuna gelmeden gavura çakar, parayı alır gelir burada inşaatta, gayrımenkulde değerlendirir, kendi de gider bodrum'da yatında ömürboyu yatar"
1395,teachemy,'Innovation &amp; Startups: AB Testing Of KPI With Lean Start-Up - https://t.co/gZ5M5xY8YF #onlineclasses #onlinecourses #freeonlinecourses #onlinetutorials https://t.co/Y4wgUKsseO'
1396,NotAlexis,'@LockerRmTalkUSA Them QC or whatever there are is when a neighborhood gets full of start-up employees'
1397,Vipul68369610,'Coming Soon... Our New Start-up. Take Honey Order very early. Available 100% Pure or Raw Honey without Adding Adulteration in Different Flavours. Jay Mataji
1398,Genomics_Guy,'@OctantBio - a great new RNA start-up!\n@srikosuri is a really good leader/scientist/founder/CEO https://t.co/vETU2IYJPF'
1399,Pino__Merola,'Smau 2021: digitale
1400,toeic_mondaishu,The new Internet start-up doesn't have a dress () for its employees.\n\n(A)day\n(B)up\n(C)on\n(D)code\n\n答え.(D)
1401,podidosai,'@chronozsh @NadjaNadika 1. Have to show company to be loss making to not pay tax and still fall under start-up category to enjoy all other incentives\n2. Have to sell exploitation as novel idea to VCs who will give funding in multiple rounds\n3. Will draw salary in crores by exploiting employees'
1402,KsrAshish,'@bakshay90 Your start-up is really nice all the best  👍'
1403,Jad30375721,'#pmp 1. Start-up stage: The most important thing is to have the same goal. Project management students should communicate with each other to ensure that all students involved in the project or those related to the project have the same goal. https://t.co/7ERgrtEX3Q'
1404,SkyTG24,'Smau 2021: digitale
1405,ryyshhh,'rewatching start-up in the same month last year\U0001f972♡'
1406,AndreaZanardo8,"Who may well become an MP in a few years (like, you know, Avigdor Lieberman; oh, I know, he's not the kind of Jew you like...) and his son or daughter will probably open a start-up after the service in the Army."
1407,StartUpbot4,'あ〜ちゃんタイム♫'
1408,zonacycling,'Israel Start-Up Nation’s Ben Hermans took both the victory and the overall lead of Arctic Race of Norway after an impressive show of strength on the uphill finish on stage 3.\nHaving already have won on the challenging climb to Målselv in 2015
1409,PostForStartUp,"We did a survey on our IG &amp; we were surprised that we have followers from 40+ countries who love &amp; appreciate #StartUp.😭 \n@DoooSeo, @cammieyow, &amp; I are so happy♥ Reading their msgs make us cry. We'll continue spreading love &amp; appreciation for Start-Up. https://t.co/2L6vO18a2Y https://t.co/1HCBF8UNqH"
1410,Essique1,"@david_martorana @raoult_didier C'est la start-up d' édouard philippe qui produit le QR Code, il soutient macron aux élections, puis en 2027 macron soutiendra e philippe !!!!"
1411,Bayslopepatent,'The Djambla
1412,imali_pay,Google has invested in ImaliPay 🎉\n\nWe're a Pan-African fintech start-up building a one-stop shop to provide financial services to millions of gig economy workers on the continent \n\nRead about Google for Startups Black Founders Fund https://t.co/Ou21EIB743\n\n#imalipay https://t.co/3nZ6URF2wD
1413,Essique1,"@E331095 Il faut faire peur pour que les Français pensent que le passe sanitaire est INDISPENSABLE, Edouard PHILIPPE est l'Administrateur de la start-up qui produit le QR Code, il appuie E Macron aux prochaines élections et sera lui-même candidat en 2027, appuyé alors par Macron..."
1414,WesleyJBaker,'A successful beekeeping business will probably become profitable within two years
1415,boypandaaaaa,'Seen “Start-Up” on Netflix yet?\n\nhttps://t.co/R73EYKnflN'
1416,autocarpro,'Bangalore-based advanced battery-tech &amp; deep-tech start-up Log 9 Materials raises $10 million (Rs 74 crore) with $2 million (Rs 14.8 crore) investment from Petronas Ventures – the venture capital arm of Petronas\n https://t.co/jHfEfXvAHm https://t.co/H4TBTIGN71'
1417,novabenefits,'We support their initiative to mobilize efforts in support of mental health. Join @saransh92garg  Garg at 12:10PM as he talks about #Mentalhealth in the start-up culture along with Shami Raj and Dr. Marcus Ranney.\n#employeewellbeing #wellnessjourney #inspirechange'
1418,timwoneill,'@mattallen Have you heard of OopsPay? Fintech start-up that makes online purchase mistakes turn out well'
1419,akadialog,'Despite the headquarters being in California
1420,DoooSeo,'And we found out how wide the audience of Start-Up is ♥️ It really is a Global Family 💕💕💕 \n#StartUp #Dosan #Dalmi #ParkHyeRyun #NamJooHyuk #BaeSuzy #OhChoongHwan #StartUpEp1 #StartUpEp16 https://t.co/yn5mVxqIeb'
1421,maycreeps,sorry pero grabi kaayo ang 2nd lead syndrome sa ako'a aning start-up! yawa han ji-pyeong deservessss all that credit jud bai i'm not even joking 💅
1422,dehuisaanhuis,'De les die Vincent Walstra leerde met start-up Ayold: praat met je klanten: Eindelijk had Vince ... https://t.co/Bq0HEmyYK2'
1423,StartUpbot4,'〜Start-upの家族紹介〜\n【ポリリズム】\n2ndアルバムGAMEとベストアルバムLove the Worldの一曲目。\nPerfumeを日本で売れさせ海外に進出させた絶対神である。\nポリリズムは音楽用語であり決してポリ袋でもポリマー(重合体)でもない。'
1424,DigitalNStream,'This start-up can turn dirty nappies into sustainable plastics https://t.co/Sfvylz7tpn  #environment #waste\nrt @wef https://t.co/B7ZOK4vKKO'
1425,PSchoettmer,"This is my vote for Vibrant Planet, part of Cohort X. Go vote for my friend's start-up! #ElementalCohortX https://t.co/93UM2CRdqg"
1426,imsachinshah0,'If you have opportunity to work as a intern in some big company and a start-up. https://t.co/I11Uq2xWDW'
1427,indiamedtoday,'White Swan Foundation launches mental health start-up https://t.co/HR8ve6mIlQ'
1428,AyuTheTigress,"'@exca1i8ur You think a so-called start-up with a ""fun company culture filled with Millennials and Gen-Z"" would know better. But then again"
1429,sircaustic__,'Dashain for many start-up employers in Nepal is - end up being broke to making sure you don’t ruin your team’s Dashain.'
1430,tamoharainv,'There is no playbook outlining the success formula for start-ups - because there is no such prescription. Y combinator- the gold standard in start-up investing gives us some practical advice https://t.co/mdufwpJDSD'
1431,mgicard1,'@kunalb11 Our start-up will create wealth for consumers or say it will increase per capita income of common man. \nhttps://t.co/2gJr4VGjwf'
1432,MARPATdroid,MARPATdroid's no training Start-up to shutdown flight https://t.co/IE236T2Bn3
1433,InsightMyanmar,'How to Stop an Innovative Start-Up https://t.co/GC3nUVQXjt'
1434,134340az,'Watching Chief Hong in start-up. Aigoooooo'
1435,NgidolSinchan,'Bisa bisanya cewe cewe di series start-up ga ada https://t.co/GmYoc52S71'
1436,melodyannehd,'CORRECTION. \nKorean love stories (Start-up &amp; Hometown) are toooo good to be true BUT dili man impossible to happen in real life. Right? Ugh! 💝'
1437,rhagrawal007,'@AshwiniVaishnaw @UPU_UN This is most underrated department. Use it to its potential sir
1438,twt_stupid,That's natural trend of progress.\nSlow start-up\nPeak in middle\nStruggle to finish.\nS-curve https://t.co/YxdXklI8pK
1439,StartUpbot4,'かしゆかタイム♫'
1440,BetterBurma,'How to Stop an Innovative Start-Up https://t.co/pv89ViR4fB'
1441,zonacycling,'Israel Start-Up Nation took its 14th victory of the season as Ben Hermans secured the overall win in Arctic Race of Norway after a nail-biting finish on the final day.\nStarting out the stage with a gap of just four seconds down to the second place
1442,yardfirm,'Ingersoll-Rand OEM Start-Up &amp; Maintenance Kit for SS3 Compressor https://t.co/VQ2OzByi6u'
1443,SharingUdemy,'Innovation &amp; Startups: AB Testing Of KPI With Lean Start-Up\nLearn To Grow Startups &amp; Boost Innovation With The Lean Start-Up Methodology With KPI
1444,roomnumbersix,"20211009\n\nI want to live passionately too. I want to go out to an adventure too. I want to climb a mountain. I want to work on my own start-up company too.\n\nNow, i feel like i don't have any excitement to do anything. I can't do my hobby properly, i'm not going out either."
1445,milkafterhigh,'@worksfess A karena gue anak start-up walaupun gajinya lumayan tapi workload lebih dari seharusnya kadang kerjaan yang harusnya bukan bagian gue tapi masih related gue harus kerjain. Ini juga ada niat resign kayanya awal tahun mau ke company lain deh selain start up company.'
1446,selectshandong,"The Jinan Start-up Area for Growth Drivers Transformation is located in Jinan's northern area and spans 798 square kilometers. It is the second of its kind in China, following the start-up area of Xiongan New Area in Hebei province. https://t.co/p5j9MhF3cw"
